NPDES Permit Number,Outfall Number,Monitoring Location Code,Limit Set Designator,Parameter Code,Parameter Description,Monitoring Period Date,Limit Value,Limit Value Unit,DMR Value Type,Statistical Base,Limit Type Code,DMR Value,DMR Value Unit,Notes
NHG580011,001,1,A,00530,"Solids, total suspended",10/31/2022,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",11/30/2022,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",12/31/2022,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",1/31/2023,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",2/28/2023,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",5/31/2023,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",7/31/2023,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",8/31/2023,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",10/31/2023,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",11/30/2023,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",12/31/2023,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",2/29/2024,45,mg/L,C2,WKLY AVG,ENF,10,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",9/30/2023,45,mg/L,C2,WKLY AVG,ENF,2,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",6/30/2023,45,mg/L,C2,WKLY AVG,ENF,2.5,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",3/31/2023,45,mg/L,C2,WKLY AVG,ENF,21,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",4/30/2023,45,mg/L,C2,WKLY AVG,ENF,30,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",4/30/2022,45,mg/L,C2,WKLY AVG,ENF,6,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",9/30/2022,45,mg/L,C2,WKLY AVG,ENF,6,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",1/31/2024,45,mg/L,C2,WKLY AVG,ENF,6,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",5/31/2022,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",10/31/2022,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",11/30/2022,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",12/31/2022,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",1/31/2023,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",5/31/2023,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",7/31/2023,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",8/31/2023,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",10/31/2023,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",11/30/2023,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",12/31/2023,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",2/29/2024,48.8,lb/d,Q2,DAILY MX,ENF,14,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",8/31/2022,48.8,lb/d,Q2,DAILY MX,ENF,2.5,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",7/31/2022,48.8,lb/d,Q2,DAILY MX,ENF,2.6,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",4/30/2023,48.8,lb/d,Q2,DAILY MX,ENF,25.4,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",6/30/2022,48.8,lb/d,Q2,DAILY MX,ENF,3.3,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",3/31/2023,48.8,lb/d,Q2,DAILY MX,ENF,30.1,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",2/28/2023,48.8,lb/d,Q2,DAILY MX,ENF,4.4,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",6/30/2023,48.8,lb/d,Q2,DAILY MX,ENF,4.7,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",9/30/2023,48.8,lb/d,Q2,DAILY MX,ENF,5,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",1/31/2024,48.8,lb/d,Q2,DAILY MX,ENF,5,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",9/30/2022,48.8,lb/d,Q2,DAILY MX,ENF,5.9,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",4/30/2022,48.8,lb/d,Q2,DAILY MX,ENF,6.3,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",5/31/2022,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",10/31/2022,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",11/30/2022,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",12/31/2022,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",1/31/2023,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",5/31/2023,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",7/31/2023,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",8/31/2023,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",10/31/2023,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",11/30/2023,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",12/31/2023,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",2/29/2024,50,mg/L,C3,DAILY MX,ENF,13,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",4/30/2023,50,mg/L,C3,DAILY MX,ENF,25,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",3/31/2023,50,mg/L,C3,DAILY MX,ENF,30,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",2/28/2023,50,mg/L,C3,DAILY MX,ENF,5,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",6/30/2023,50,mg/L,C3,DAILY MX,ENF,5,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",9/30/2023,50,mg/L,C3,DAILY MX,ENF,5,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",4/30/2022,50,mg/L,C3,DAILY MX,ENF,6,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",7/31/2022,50,mg/L,C3,DAILY MX,ENF,6,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",1/31/2024,50,mg/L,C3,DAILY MX,ENF,6,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",6/30/2022,50,mg/L,C3,DAILY MX,ENF,7,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",8/31/2022,50,mg/L,C3,DAILY MX,ENF,7,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",9/30/2022,50,mg/L,C3,DAILY MX,ENF,8,mg/L,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",4/30/2022,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",5/31/2022,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",6/30/2022,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",7/31/2022,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",8/31/2022,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",9/30/2022,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",10/31/2022,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",11/30/2022,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",12/31/2022,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",1/31/2023,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",2/28/2023,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",3/31/2023,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",5/31/2023,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",6/30/2023,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",7/31/2023,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",8/31/2023,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",9/30/2023,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",10/31/2023,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",11/30/2023,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",12/31/2023,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",1/31/2024,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",2/29/2024,10,%,C1,MAXIMUM,ENF,0,%,
NHG580011,001,1,A,30500,"Coliform, fecal - % sample exceeds limit",4/30/2023,10,%,C1,MAXIMUM,ENF,8.3,%,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",9/30/2022,Mon,MGD,Q1,MO AVG,ENF,0.029,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",10/31/2022,Mon,MGD,Q1,MO AVG,ENF,0.033,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",9/30/2023,Mon,MGD,Q1,MO AVG,ENF,0.033,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",11/30/2022,Mon,MGD,Q1,MO AVG,ENF,0.035,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",11/30/2023,Mon,MGD,Q1,MO AVG,ENF,0.04,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",12/31/2023,Mon,MGD,Q1,MO AVG,ENF,0.04,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",4/30/2023,Mon,MGD,Q1,MO AVG,ENF,0.041,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",6/30/2023,Mon,MGD,Q1,MO AVG,ENF,0.042,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",7/31/2023,Mon,MGD,Q1,MO AVG,ENF,0.042,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",12/31/2022,Mon,MGD,Q1,MO AVG,ENF,0.045,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",1/31/2023,Mon,MGD,Q1,MO AVG,ENF,0.047,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",2/28/2023,Mon,MGD,Q1,MO AVG,ENF,0.048,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",2/29/2024,Mon,MGD,Q1,MO AVG,ENF,0.049,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",8/31/2023,Mon,MGD,Q1,MO AVG,ENF,0.05,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",5/31/2023,Mon,MGD,Q1,MO AVG,ENF,0.051,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",3/31/2023,Mon,MGD,Q1,MO AVG,ENF,0.056,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",10/31/2023,Mon,MGD,Q1,MO AVG,ENF,0.064,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",1/31/2024,Mon,MGD,Q1,MO AVG,ENF,0.073,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",8/31/2022,Mon,MGD,Q1,MO AVG,ENF,0.077,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",5/31/2022,Mon,MGD,Q1,MO AVG,ENF,0.091,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",6/30/2022,Mon,MGD,Q1,MO AVG,ENF,0.091,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",7/31/2022,Mon,MGD,Q1,MO AVG,ENF,0.091,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",4/30/2022,Mon,MGD,Q1,MO AVG,ENF,0.103,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",11/30/2022,Mon,MGD,Q2,DAILY MX,ENF,0.116,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",9/30/2022,Mon,MGD,Q2,DAILY MX,ENF,0.117,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",7/31/2022,Mon,MGD,Q2,DAILY MX,ENF,0.118,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",12/31/2022,Mon,MGD,Q2,DAILY MX,ENF,0.12,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",6/30/2023,Mon,MGD,Q2,DAILY MX,ENF,0.122,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",6/30/2022,Mon,MGD,Q2,DAILY MX,ENF,0.123,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",2/28/2023,Mon,MGD,Q2,DAILY MX,ENF,0.123,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",5/31/2023,Mon,MGD,Q2,DAILY MX,ENF,0.123,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",7/31/2023,Mon,MGD,Q2,DAILY MX,ENF,0.123,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",1/31/2023,Mon,MGD,Q2,DAILY MX,ENF,0.124,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",4/30/2023,Mon,MGD,Q2,DAILY MX,ENF,0.124,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",5/31/2022,Mon,MGD,Q2,DAILY MX,ENF,0.125,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",9/30/2023,Mon,MGD,Q2,DAILY MX,ENF,0.125,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",8/31/2022,Mon,MGD,Q2,DAILY MX,ENF,0.127,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",10/31/2023,Mon,MGD,Q2,DAILY MX,ENF,0.128,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",10/31/2022,Mon,MGD,Q2,DAILY MX,ENF,0.129,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",12/31/2023,Mon,MGD,Q2,DAILY MX,ENF,0.129,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",4/30/2022,Mon,MGD,Q2,DAILY MX,ENF,0.134,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",2/29/2024,Mon,MGD,Q2,DAILY MX,ENF,0.135,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",3/31/2023,Mon,MGD,Q2,DAILY MX,ENF,0.136,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",8/31/2023,Mon,MGD,Q2,DAILY MX,ENF,0.138,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",1/31/2024,Mon,MGD,Q2,DAILY MX,ENF,0.139,MGD,
NHG580011,001,1,A,50050,"Flow, in conduit or thru treatment plant",11/30/2023,Mon,MGD,Q2,DAILY MX,ENF,1.2,MGD,
NHG580011,001,1,A,50060,"Chlorine, total residual",4/30/2022,0.75,mg/L,C1,MO AVG,ENF,0.053,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",6/30/2023,0.75,mg/L,C1,MO AVG,ENF,0.1,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",11/30/2023,0.75,mg/L,C1,MO AVG,ENF,0.1,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",12/31/2023,0.75,mg/L,C1,MO AVG,ENF,0.1,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",1/31/2024,0.75,mg/L,C1,MO AVG,ENF,0.1,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",2/29/2024,0.75,mg/L,C1,MO AVG,ENF,0.1,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",5/31/2023,0.75,mg/L,C1,MO AVG,ENF,0.14,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",7/31/2023,0.75,mg/L,C1,MO AVG,ENF,0.14,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",8/31/2023,0.75,mg/L,C1,MO AVG,ENF,0.2,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",9/30/2023,0.75,mg/L,C1,MO AVG,ENF,0.2,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",10/31/2023,0.75,mg/L,C1,MO AVG,ENF,0.2,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",5/31/2022,0.75,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",6/30/2022,0.75,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",7/31/2022,0.75,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",8/31/2022,0.75,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",9/30/2022,0.75,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",10/31/2022,0.75,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",11/30/2022,0.75,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",12/31/2022,0.75,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",1/31/2023,0.75,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",2/28/2023,0.75,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",3/31/2023,0.75,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",4/30/2023,0.75,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",4/30/2022,1,mg/L,C3,DAILY MX,ENF,0.2,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",5/31/2023,1,mg/L,C3,DAILY MX,ENF,0.2,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",6/30/2023,1,mg/L,C3,DAILY MX,ENF,0.2,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",7/31/2023,1,mg/L,C3,DAILY MX,ENF,0.2,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",8/31/2023,1,mg/L,C3,DAILY MX,ENF,0.2,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",9/30/2023,1,mg/L,C3,DAILY MX,ENF,0.2,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",11/30/2023,1,mg/L,C3,DAILY MX,ENF,0.2,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",12/31/2023,1,mg/L,C3,DAILY MX,ENF,0.2,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",1/31/2024,1,mg/L,C3,DAILY MX,ENF,0.2,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",2/29/2024,1,mg/L,C3,DAILY MX,ENF,0.2,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",10/31/2023,1,mg/L,C3,DAILY MX,ENF,0.3,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",5/31/2022,1,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",6/30/2022,1,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",7/31/2022,1,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",8/31/2022,1,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",9/30/2022,1,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",10/31/2022,1,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",11/30/2022,1,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",12/31/2022,1,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",1/31/2023,1,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",2/28/2023,1,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",3/31/2023,1,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,50060,"Chlorine, total residual",4/30/2023,1,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,61211,Enterococci,5/31/2023,104,#/100mL,C3,DAILY MX,ENF,0,#/100mL,
NHG580011,001,1,A,61211,Enterococci,6/30/2023,104,#/100mL,C3,DAILY MX,ENF,11,#/100mL,
NHG580011,001,1,A,61211,Enterococci,2/29/2024,104,#/100mL,C3,DAILY MX,ENF,12.2,#/100mL,
NHG580011,001,1,A,61211,Enterococci,1/31/2023,104,#/100mL,C3,DAILY MX,ENF,15.5,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,7/31/2023,104,#/100mL,C3,DAILY MX,ENF,16,#/100mL,
NHG580011,001,1,A,61211,Enterococci,10/31/2023,104,#/100mL,C3,DAILY MX,ENF,19.9,#/100mL,
NHG580011,001,1,A,61211,Enterococci,10/31/2022,104,#/100mL,C3,DAILY MX,ENF,2,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,1/31/2024,104,#/100mL,C3,DAILY MX,ENF,21.6,#/100mL,
NHG580011,001,1,A,61211,Enterococci,4/30/2023,104,#/100mL,C3,DAILY MX,ENF,224.7,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,2/28/2023,104,#/100mL,C3,DAILY MX,ENF,27.9,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,4/30/2022,104,#/100mL,C3,DAILY MX,ENF,298.7,#/100mL,
NHG580011,001,1,A,61211,Enterococci,6/30/2022,104,#/100mL,C3,DAILY MX,ENF,3,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,5/31/2022,104,#/100mL,C3,DAILY MX,ENF,3.1,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,9/30/2022,104,#/100mL,C3,DAILY MX,ENF,3.1,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,11/30/2023,104,#/100mL,C3,DAILY MX,ENF,4.1,#/100mL,
NHG580011,001,1,A,61211,Enterococci,8/31/2022,104,#/100mL,C3,DAILY MX,ENF,4.1,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,11/30/2022,104,#/100mL,C3,DAILY MX,ENF,4.1,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,7/31/2022,104,#/100mL,C3,DAILY MX,ENF,5.1,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,9/30/2023,104,#/100mL,C3,DAILY MX,ENF,6.1,#/100mL,
NHG580011,001,1,A,61211,Enterococci,3/31/2023,104,#/100mL,C3,DAILY MX,ENF,60.5,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,8/31/2023,104,#/100mL,C3,DAILY MX,ENF,7.2,#/100mL,
NHG580011,001,1,A,61211,Enterococci,12/31/2023,104,#/100mL,C3,DAILY MX,ENF,8.5,#/100mL,
NHG580011,001,1,A,61211,Enterococci,12/31/2022,104,#/100mL,C3,DAILY MX,ENF,8.5,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,5/31/2023,35,#/100mL,C1,MO AVG,ENF,1,#/100mL,
NHG580011,001,1,A,61211,Enterococci,9/30/2022,35,#/100mL,C1,MO AVG,ENF,1.1,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,5/31/2022,35,#/100mL,C1,MO AVG,ENF,1.2,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,10/31/2022,35,#/100mL,C1,MO AVG,ENF,1.2,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,8/31/2022,35,#/100mL,C1,MO AVG,ENF,1.3,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,6/30/2022,35,#/100mL,C1,MO AVG,ENF,1.4,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,7/31/2022,35,#/100mL,C1,MO AVG,ENF,1.5,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,11/30/2022,35,#/100mL,C1,MO AVG,ENF,1.5,MPN/100mL,
NHG580011,001,1,A,61211,Enterococci,9/30/2023,35,#/100mL,C1,MO AVG,ENF,1.7,#/100mL,
NHG580011,001,1,A,61211,Enterococci,4/30/2022,35,#/100mL,C1,MO AVG,ENF,1.8,#/100mL,
